No,E.Coli,Coliform,Arsen (As),Total Kromium (Cr-T),Kadmium (Cd),Nitrit (NO2-N),Nitrat (NO3-N),Selenium (Se),Alumunium (Al),pH,Sulfat (SO4),Tembaga (Cu),Padatan Terlarut Total (TDS),Kekeruhan,Kelayakan
5509,"0,45","0,450","0,020","0,05","0,070","1,71","16,75","0,010","0,030","4,921","298,214","0,65","494,620","2,75",2
5510,"0,00","0,000","0,001","0,05","0,000","0,78","40,09","0,009","0,159","8,076","16,483","0,3994704485","227,438","4,11",1
5511,"0,00","0,000","0,006","0,05","0,002","2,35","26,07","0,005","0,082","8,216","27,903","0,2298716099","59,589","1,97",1
5512,"0,00","0,000","0,001","0,02","0,001","1,16","2,97","0,006","0,182","6,914","35,477","1,111354246","268,383","2,02",1
5513,"0,00","0,000","0,009","0,02","0,002","1,02","41,31","0,006","0,131","6,859","30,836","1,298454994","258,871","3,48",1
5514,"0,00","0,000","0,006","0,04","0,003","0,98","47,39","0,007","0,048","7,621","20,753","0,4032388734","279,866","3,09",1
5515,"0,52","0,520","0,020","0,59","0,009","1,45","8,05","0,060","4,500","5,554","352,084","1,45","278,355","4,62",2
5516,"0,78","0,780","0,350","0,49","0,130","1,43","2,12","0,020","0,660","6,116","203,445","0,47","534,339","3,57",2
5517,"0,75","0,750","0,010","0,67","0,009","1,28","3,76","0,020","4,380","4,596","293,161","1,26","596,403","3,57",2
5518,"0,31","0,310","0,040","0,65","0,005","1,10","12,26","0,090","0,280","7,185","354,445","0,62","471,554","3,03",2
5519,"0,00","0,000","0,009","0,05","0,003","0,46","29,24","0,007","0,135","6,702","8,487","1,831404964","136,066","2,46",1
5520,"0,00","0,000","0,006","0,03","0,001","0,01","29,64","0,008","0,078","7,300","17,038","1,280652472","178,630","4,50",1
5521,"0,19","0,190","0,330","0,53","0,040","1,81","3,79","0,100","0,080","6,920","341,174","0,09","297,631","3,45",2
5522,"0,00","0,000","0,009","0,01","0,001","2,74","32,04","0,009","0,143","8,479","29,463","0,8936211831","106,339","3,33",1
5523,"0,58","0,580","0,020","0,65","0,007","1,50","8,96","0,030","1,150","3,445","412,690","1,51","422,039","4,19",2
5524,"0,00","0,000","0,005","0,01","0,001","1,94","0,36","0,002","0,091","8,163","12,187","1,66","137,719","4,49",1
5525,"0,00","0,000","0,230","0,83","0,030","1,32","6,44","0,020","3,980","7,846","312,987","1,63","392,517","3,81",2
5526,"0,00","0,000","0,006","0,05","0,002","2,66","42,51","0,001","0,074","7,625","36,661","1,052380873","64,854","1,12",1
5527,"0,00","0,000","0,002","0,02","0,002","0,93","1,08","0,004","0,131","6,551","7,724","1,418983308","90,833","4,38",1
5528,"0,00","0,000","0,003","0,02","0,003","1,24","21,38","0,008","0,143","7,789","1,605","1,228995694","218,741","0,24",1
5529,"0,52","0,520","0,020","0,17","0,005","1,95","7,49","0,080","0,040","6,793","405,830","1,57","510,982","3,91",2
5530,"0,00","0,000","0,003","0,02","0,003","2,98","1,40","0,005","0,110","7,008","28,026","1,45609653","287,516","1,55",1
5531,"0,30","0,300","0,010","0,04","0,100","1,38","15,53","0,030","0,100","1,757","319,026","0,7","483,442","4,07",2
5532,"0,36","0,360","0,001","0,48","0,002","1,34","7,05","0,060","0,010","5,850","367,190","0,42","357,417","3,77",2
5533,"0,00","0,000","0,010","0,04","0,001","1,28","17,27","0,007","0,176","7,714","7,710","1,07","72,439","3,32",1
5534,"0,00","0,000","0,005","0,01","0,001","0,52","19,44","0,003","0,005","7,740","16,999","0,9870845784","159,171","2,38",1
5535,"0,00","0,000","0,009","0,05","0,003","0,99","43,62","0,006","0,104","8,474","5,666","1,73966112","82,973","0,83",1
5536,"0,85","0,850","0,040","0,68","0,001","1,57","0,21","0,050","0,460","8,893","374,844","0,42","338,510","4,34",2
5537,"0,00","0,000","0,010","0,05","0,002","0,17","21,60","0,005","0,024","7,899","21,958","0,9145315663","99,515","2,84",1
5538,"0,99","0,990","0,010","0,23","0,007","1,77","14,55","0,080","0,050","4,812","296,821","1,44","341,716","4,60",2
5539,"0,00","0,000","0,006","0,04","0,000","2,31","39,45","0,008","0,018","7,953","28,195","1,188227318","186,537","3,78",1
5540,"0,00","0,000","0,080","0,01","0,020","0,45","7,30","0,040","0,070","5,867","182,397","0,02","585,223","4,65",2
5541,"0,00","0,000","0,003","0,05","0,002","2,95","11,04","0,001","0,028","7,570","11,360","1,476486132","248,160","4,86",1
5542,"0,00","0,000","0,009","0,04","0,000","1,19","28,35","0,006","0,079","7,905","34,422","1,211087531","273,353","1,41",1
5543,"0,00","0,000","0,005","0,04","0,001","0,85","38,81","0,009","0,140","6,543","2,445","1,363744742","71,880","0,51",1
5544,"0,00","0,000","0,005","0,02","0,002","1,98","14,95","0,010","0,153","6,926","26,512","1,42689055","216,208","3,94",1
5545,"0,00","0,000","0,001","0,01","0,003","2,03","46,02","0,009","0,173","8,314","9,137","0,7548347794","254,111","1,05",1
5546,"0,00","0,000","0,330","0,38","0,060","1,36","10,61","0,040","3,800","8,131","327,002","0,22","337,219","3,92",2
5547,"0,01","0,010","0,060","0,04","0,060","0,93","7,01","0,020","0,020","6,486","378,431","0,09","451,808","1,96",2
5548,"0,00","0,000","0,005","0,04","0,001","0,37","39,30","0,006","0,056","6,691","24,154","0,2591043839","203,701","2,05",1
5549,"0,00","0,000","0,000","0,03","0,020","0,64","10,63","0,080","0,040","6,434","352,869","0,02","421,417","4,53",2
5550,"0,00","0,000","0,005","0,05","0,002","0,85","48,98","0,009","0,148","6,672","12,152","0,6303045599","118,403","2,55",1
5551,"0,00","0,000","0,009","0,03","0,003","1,56","0,86","0,007","0,037","6,520","29,150","0,83","70,286","4,25",1
5552,"0,00","0,000","0,090","0,00","0,030","1,42","10,11","0,080","0,030","6,395","257,149","1,29","411,264","2,19",2
5553,"0,00","0,000","0,008","0,02","0,001","1,78","23,00","0,007","0,168","8,037","19,666","1,746953702","210,875","3,30",1
5554,"0,00","0,000","0,050","0,01","0,010","0,23","9,99","0,020","0,040","6,968","305,383","0,02","300,933","4,51",2
5555,"0,76","0,760","0,030","0,39","0,120","2,38","7,07","0,090","0,070","7,398","284,946",0,"365,845","3,88",2
5556,"0,00","0,000","0,004","0,02","0,001","0,44","28,16","0,002","0,075","8,047","8,267","1,329688746","268,325","3,70",1
5557,"0,07","0,070","0,090","0,00","0,080","0,70","1,12","0,030","0,020","6,800","309,329","1,91","337,077","5,55",2
5558,"0,00","0,000","0,007","0,02","0,001","1,72","2,23","0,009","0,154","7,585","25,499","1,047392593","292,665","1,38",1
5559,"0,00","0,000","0,050","0,06","0,040","1,74","6,15","0,090","0,010","7,423","305,094","0,49","504,638","3,66",2
5560,"0,00","0,000","0,007","0,01","0,000","2,64","5,94","0,001","0,022","7,231","31,573","0,7343147258","235,016","1,86",1
5561,"0,00","0,000","0,003","0,03","0,001","0,15","43,92","0,003","0,176","6,751","14,192","0,3044842028","129,791","1,44",1
5562,"0,00","0,000","0,100","0,02","0,090","0,36","14,95","0,100","0,060","8,551","365,407","0,08","360,184","3,88",2
5563,"0,00","0,000","0,002","0,04","0,001","0,76","35,28","0,001","0,055","6,698","14,633","1,376450322","190,435","2,38",1
5564,"0,00","0,000","0,004","0,02","0,000","2,37","25,33","0,006","0,161","8,477","31,226","0,01065188523","133,825","1,70",1
5565,"0,00","0,000","0,001","0,02","0,001","0,85","16,32","0,010","0,183","8,378","34,763","0,05","242,058","4,60",1
5566,"0,00","0,000","0,000","0,04","0,090","0,90","15,05","0,050","0,070","9,253","427,185","0,09","364,523","3,79",2
5567,"0,78","0,780","0,090","0,04","0,030","1,69","10,17","0,070","0,000","5,854","440,636","0,42","377,682","4,30",2
5568,"0,10","0,100","0,001","0,67","0,005","1,72","14,08","0,060","0,060","8,461","441,827","1,67","395,297","3,50",2
5569,"0,79","0,790","0,090","0,04","0,090","1,87","15,92","0,070","0,060","5,866","329,502","1,23","559,003","4,98",2
5570,"0,00","0,000","0,630","0,46","0,100","1,76","1,59","0,090","3,510","5,991","300,406","1,83","344,967","4,44",2
5571,"0,50","0,500","0,020","0,15","0,003","1,82","14,85","0,030","0,020","8,934","382,061","1,04","310,928","3,44",2
5572,"0,00","0,000","0,009","0,02","0,001","2,32","10,59","0,004","0,064","7,021","14,256","1,925791345","172,585","0,52",1
5573,"0,00","0,000","0,001","0,03","0,003","1,00","14,61","0,003","0,157","8,423","26,695","0,07","259,943","2,61",1
5574,"0,00","0,000","0,570","0,51","0,040","1,63","4,42","0,060","2,870","5,849","283,206","1,38","448,788","4,07",2
5575,"0,00","0,000","0,920","0,38","0,050","1,75","19,81","0,080","3,660","7,044","379,277","0,67","405,032","3,68",2
5576,"0,00","0,000","0,003","0,02","0,001","2,07","18,09","0,004","0,053","7,799","26,293","1,38","254,853","4,61",1
5577,"0,00","0,000","0,003","0,01","0,001","0,34","32,57","0,002","0,102","7,450","23,134","0,3461877518","295,256","5,00",1
5578,"0,00","0,000","0,007","0,02","0,002","1,29","25,84","0,009","0,108","7,131","38,268","0,6511364586","65,768","3,50",1
5579,"0,00","0,000","0,008","0,02","0,002","1,53","0,26","0,005","0,054","7,235","22,000","1,18","282,677","4,25",1
5580,"0,00","0,000","0,004","0,04","0,000","2,37","13,38","0,003","0,006","6,921","38,240","1,011132096","85,545","4,60",1
5581,"0,00","0,000","0,007","0,03","0,001","1,47","24,19","0,007","0,079","6,619","2,167","1,247657742","171,806","4,40",1
5582,"0,00","0,000","0,008","0,04","0,002","1,06","5,27","0,009","0,071","7,658","6,783","1,695940008","106,943","4,49",1
5583,"0,00","0,000","0,580","0,30","0,070","1,56","11,39","0,090","2,450","6,164","327,380","0,78","443,548","5,48",2
5584,"0,00","0,000","0,006","0,04","0,002","2,63","23,31","0,002","0,140","7,334","5,476","0,2340074846","279,665","2,72",1
5585,"0,00","0,000","0,890","0,89","0,070","1,18","9,81","0,020","2,180","6,382","295,591","1,94","401,383","4,27",2
5586,"0,00","0,000","0,008","0,01","0,003","1,33","21,56","0,006","0,200","8,078","13,923","1,14823222","276,839","0,85",1
5587,"0,00","0,000","0,005","0,01","0,002","0,72","7,92","0,008","0,099","8,233","23,173","1,206628573","60,075","1,60",1
5588,"0,75","0,750","0,020","0,68","0,001","1,22","0,31","0,000","0,100","4,946","335,245","0,71","413,545","4,29",2
5589,"0,00","0,000","0,003","0,03","0,000","0,88","24,09","0,006","0,132","7,132","6,472","1,627264516","275,202","4,01",1
5590,"0,00","0,000","0,010","0,07","0,050","0,96","6,73","0,020","0,010","7,287","349,985","0,4","374,120","3,69",2
5591,"0,40","0,400","0,040","0,49","0,006","1,82","14,91","0,050","1,070","7,745","330,750","0,1","449,919","3,79",2
5592,"0,53","0,530","0,040","0,22","0,008","1,21","18,60","0,080","3,300","8,526","401,737","0,95","505,122","2,76",2
5593,"0,00","0,000","0,004","0,01","0,002","1,18","25,96","0,009","0,123","6,502","9,979","1,469164713","186,688","2,80",1
5594,"0,00","0,000","0,005","0,02","0,002","1,59","49,75","0,008","0,092","7,986","14,129","0,3091461891","293,780","4,54",1
5595,"0,00","0,000","0,080","0,06","0,020","0,12","0,02","0,000","0,030","5,966","367,190","0,03","518,609","4,39",2
5596,"0,45","0,450","0,060","0,06","0,010","1,73","17,71","0,100","0,050","5,763","352,316","0,73","411,850","2,56",2
5597,"0,00","0,000","0,009","0,05","0,001","0,70","19,74","0,003","0,192","8,202","27,959","0,2176439292","255,196","2,67",1
5598,"0,67","0,670","0,020","0,09","0,040","1,17","11,98","0,100","0,040","7,565","424,302","1,83","433,145","3,32",2
5599,"0,00","0,000","0,060","0,10","0,080","0,19","10,15","0,050","0,090","9,562","231,054","0,05","344,155","1,50",2
5600,"0,00","0,000","0,007","0,01","0,003","2,22","11,59","0,008","0,023","7,408","4,977","1,443713517","170,610","2,62",1
5601,"0,84","0,840","0,020","0,62","0,005","1,62","16,56","0,060","0,030","4,731","305,947","0,61","306,356","3,74",2
5602,"0,00","0,000","0,003","0,04","0,002","0,96","4,06","0,004","0,062","7,585","11,456","0,2352300056","259,741","0,49",1
5603,"0,00","0,000","0,010","0,04","0,001","2,78","40,62","0,004","0,164","6,845","8,510","1,514584578","219,840","0,85",1
5604,"0,00","0,000","0,009","0,04","0,002","2,77","23,35","0,003","0,065","7,905","9,493","0,3190359322","265,023","3,18",1
5605,"0,25","0,250","0,090","0,06","0,060","0,50","4,85","0,070","0,050","9,396","332,487","1,05","341,760","3,96",2
5606,"0,00","0,000","0,001","0,04","0,002","0,99","8,12","0,008","0,096","8,195","39,244","0,09","191,820","3,12",1
5607,"0,00","0,000","0,004","0,02","0,002","2,42","21,30","0,004","0,044","6,631","2,859","0,934311926","243,712","0,93",1
5608,"0,93","0,930","0,040","0,42","0,004","1,93","9,22","0,020","2,830","7,129","356,774","0,38","516,284","4,07",2
5609,"0,00","0,000","0,070","0,08","0,040","2,32","6,87","0,010","0,030","6,218","319,952","1,14","337,714","4,41",2
5610,"0,10","0,100","0,030","0,69","0,001","1,09","18,74","0,050","2,970","3,426","356,180","1,05","478,655","3,27",2
5611,"0,00","0,000","0,005","0,01","0,001","1,30","11,30","0,006","0,012","7,383","12,556","0,4361794872","144,041","3,90",1
5612,"0,00","0,000","0,004","0,04","0,003","0,92","0,37","0,007","0,077","7,601","10,337","0,08","132,754","3,52",1
5613,"0,00","0,000","0,004","0,04","0,003","1,81","26,38","0,008","0,100","8,156","14,784","1,499999888","52,065","2,73",1
5614,"0,32","0,320","0,030","0,04","0,070","1,72","1,92","0,010","0,000","7,798","360,087","1,05","415,009","3,44",2
5615,"0,41","0,410","0,030","0,08","0,003","1,21","17,20","0,020","0,020","4,483","327,533","0,16","201,620","5,67",2
5616,"0,19","0,190","0,020","0,53","0,005","1,65","3,77","0,100","0,100","4,234","317,693","1,99","528,267","5,03",2
5617,"0,00","0,000","0,006","0,04","0,001","0,32","21,68","0,004","0,032","7,081","10,908","1,682664469","54,694","2,58",1
5618,"1,10","1,100",,,,,,,,"6,820",,,"67,400","3,02",2
5619,"0,00","0,000","0,030","0,07","0,050","1,73","9,80","0,030","0,050","7,971","343,258",0,"374,318","2,52",2
5620,"0,00","0,000","0,120","0,06","0,020","1,77","2,02","0,020","0,670","5,675","348,408","0,66","315,751","3,48",2
5621,"0,16","0,160","0,040","0,10","0,001","1,81","13,65","0,080","3,930","11,180","336,098","1,86","414,618","4,66",2
5622,"0,91","0,910","0,020","0,42","0,008","1,95","4,37","0,030","0,200","8,764","297,078",1,"514,546","4,15",2
5623,"0,00","0,000","0,007","0,04","0,001","2,62","31,30","0,003","0,032","8,264","27,108","1,016075111","282,683","4,82",1
5624,"0,51","0,510","0,900","0,60","0,070","1,66","5,76","0,100","0,770","9,914","286,475",1,"567,604","4,70",2
5625,"0,00","0,000","0,004","0,02","0,001","1,75","36,77","0,009","0,108","7,525","1,940","1,452879334","107,352","1,70",1
5626,"0,00","0,000","0,004","0,05","0,001","1,25","29,45","0,005","0,180","8,105","8,363","1,236576656","117,631","0,38",1
5627,"0,00","0,000","0,008","0,01","0,001","2,38","40,65","0,004","0,175","7,052","18,014","1,765431482","183,984","2,08",1
5628,"0,00","0,000","0,030","0,09","0,090","0,93","16,95","0,070","0,030","7,040","328,760","0,07","421,485","3,19",2
5629,"0,00","0,000","0,008","0,05","0,001","1,88","31,23","0,004","0,008","6,794","39,704","0,9836842429","223,374","1,28",1
5630,"0,00","0,000","0,005","0,04","0,000","1,36","19,90","0,007","0,056","8,372","33,733","0,8256029582","146,604","3,79",1
5631,"0,83","0,830","0,020","0,31","0,004","1,59","8,23","0,040","0,010","4,292","276,013","1,21","536,337","3,55",2
5632,"0,65","0,650","0,090","0,02","0,080","0,30","14,10","0,060","0,040","8,561","394,001","1,5","367,905","3,19",2
5633,"0,20","0,200","0,010","0,14","0,007","1,67","8,51","0,000","0,000","8,561","315,575","0,58","534,130","2,00",2
5634,"0,00","0,000","0,020","0,04","0,090","0,43","7,46","0,070","0,050","6,945","351,271",0,"418,200","2,96",2
5635,"0,00","0,000","0,007","0,03","0,001","0,20","32,26","0,009","0,040","6,710","25,130","0,3846296278","141,503","3,17",1
5636,"0,27","0,270","0,290","0,19","0,060","1,89","3,71","0,010","0,010","7,174","344,127","1,22","411,478","2,29",2
5637,"0,00","0,000","0,004","0,02","0,000","1,13","43,45","0,009","0,091","7,367","5,241","1,767244089","87,814","1,72",1
5638,"0,51","0,510","0,020","0,89","0,001","1,48","5,88","0,040","0,340","6,863","359,406","0,93","536,269","3,66",2
5639,"0,00","0,000","0,001","0,04","0,001","0,39","29,87","0,009","0,090","7,916","3,424","0,6191516263","128,895","2,58",1
5640,"0,00","0,000","0,009","0,05","0,003","2,34","4,22","0,008","0,147","7,847","19,835","0,5227600989","105,302","2,66",1
5641,"0,43","0,430","0,070","0,04","0,040","0,51","14,42","0,030","0,010","7,617","280,934","1,53","447,395","4,10",2
5642,"0,00","0,000","0,003","0,02","0,000","0,96","2,83","0,001","0,128","6,665","22,872","0,07","208,128","3,73",1
5643,"0,00","0,000","0,003","0,05","0,002","1,27","16,92","0,009","0,029","8,359","16,758","0,8626067912","151,467","2,12",1
5644,"0,00","0,000","0,004","0,05","0,001","0,12","8,17","0,007","0,118","7,750","37,597","0,8587860359","273,164","0,84",1
5645,"0,00","0,000","0,002","0,02","0,003","1,58","4,54","0,007","0,108","6,822","19,797","0,67","178,833","4,60",1
5646,"0,13","0,130","0,010","0,62","0,004","1,78","18,60","0,100","2,360","8,636","277,152","1,88","355,532","3,98",2
5647,"0,00","0,000","0,005","0,02","0,002","0,06","16,04","0,007","0,107","7,304","39,172","1,028697638","104,647","0,46",1
5648,"0,00","0,000","0,310","0,25","0,100","1,92","15,67","0,020","1,140","7,918","281,701","0,39","365,845","4,62",2
5649,"0,00","0,000","0,010","0,24","0,008","1,43","0,74","0,050","0,050","10,487","298,329","1,14","483,798","3,25",2
5650,"0,81","0,810","0,040","0,79","0,001","1,86","10,32","0,070","0,050","4,562","343,240","1,72","428,445","2,28",2
5651,"0,22","0,220","0,060","0,05","0,000","1,64","11,80","0,070","0,010","6,632","349,885","1,35","506,900","4,28",2
5652,"0,00","0,000","0,008","0,03","0,002","0,96","29,32","0,002","0,072","7,618","11,318","1,178060538","150,465","0,97",1
5653,"0,35","0,350","0,010","0,77","0,005","1,84","14,66","0,080","0,600","7,361","390,619","1,45","380,500","5,01",2
5654,"0,72","0,720","0,020","0,06","0,100","1,60","17,27","0,040","0,050","6,438","329,120","1,19","444,117","3,76",2
5655,"0,00","0,000","0,005","0,01","0,001","0,54","15,64","0,009","0,071","6,838","26,951","1,110735466","262,394","2,22",1
5656,"0,00","0,000","0,006","0,02","0,002","2,51","12,69","0,001","0,075","6,894","23,347","0,8422407301","126,969","1,85",1
5657,"0,41","0,410","0,090","0,02","0,080","1,36","0,30","0,040","0,090","7,519","333,902","0,37","424,446","4,29",2
5658,"0,00","0,000","0,006","0,04","0,002","0,42","4,35","0,007","0,193","7,895","16,987","0,05","169,068","4,61",1
5659,"0,93","0,930","0,060","0,02","0,050","1,77","12,22","0,050","0,020","8,595","295,834","1,53","468,866","3,78",2
5660,"0,00","0,000","0,005","0,02","0,003","1,92","3,41","0,007","0,089","7,862","20,014","0,2926888061","102,929","1,45",1
5661,"0,50","0,500","0,100","0,07","0,080","1,44","15,93","0,060","0,000","8,809","366,177","0,27","478,467","5,43",2
